Date,Aircraft Type,Aircraft Registration,Route of Flight From,Route of Flight Via,Route of Flight To,Duration of Flight,PIC,SIC,Cross Country,Dual Received,Solo,Part 121,Part 135,Day T-O,Day Ldg,Night T-O,Night Ldg,Approaches Instrument,Approaches Non-Instrument,Night,Actual Instrument,Simulated Instrument,Flight Simulator
2017-11-06,E170,N749YX,KORD,,KBNA,1:33,,1:33,1:33,,,,,1,1,,,,,,1:33,,
2017-11-06,E170,N749YX,KBNA,,KORD,1:58,,1:58,1:58,,,,,,,1,1,,,1:58,1:58,,
2017-11-06,E170,N749YX,KORD,,CYYZ,1:21,,1:21,1:21,,,,,,,1,1,,,1:21,1:21,,
2017-11-07,E170,N751YX,CYYZ,,KORD,1:48,,1:48,1:48,,,,,,,1,1,,,1:48,1:48,,
2017-11-07,E170,N751YX,KORD,,KBTV,1:56,,1:56,1:56,,,,,,,1,1,,,1:56,1:56,,
2017-11-08,E170,N744YX,KBTV,,KORD,2:28,,2:28,2:28,,,,,1,,,1,,,1:52,2:28,,
2017-11-08,E170,N744YX,KORD,,CYYZ,1:30,,1:30,1:30,,,,,,,1,1,,,1:30,1:30,,
2017-11-09,E170,N732YX,KORD,,KIND,1:55,,1:55,1:55,,,,,1,1,,,,,,1:55,,
2017-11-09,E170,N732YX,KIND,,KORD,1:00,,1:00,1:00,,,,,1,1,,,,,,1:00,,
2017-11-09,E170,N732YX,KORD,,KPIT,1:27,,1:27,1:27,,,,,,,1,1,,,1:27,1:27,,
2017-11-09,E170,N748YX,CYYZ,,KORD,1:56,,1:56,1:56,,,,,1,1,,,,,,1:56,,
2017-11-10,E170,N721YX,KPIT,,KEWR,1:31,,1:31,1:31,,,,,1,1,,,,,,1:31,,
2017-11-10,E170,N743YX,KEWR,,KCLT,1:50,,1:50,1:50,,,,,1,1,,,,,,1:50,,
2017-11-10,E170,N743YX,KCLT,,KORD,2:28,,2:28,2:28,,,,,1,1,,,,,,2:28,,
2017-11-15,E170,N642RW,KORD,,CYOW,1:51,,1:51,1:51,,,,,1,1,,,,,,1:51,,
2017-11-15,E170,N642RW,CYOW,,KEWR,1:25,,1:25,1:25,,,,,,,1,1,,,1:25,1:25,,
2017-11-15,E170,N855RW,KEWR,,KCVG,2:02,,2:02,2:02,,,,,,,1,1,,,2:02,2:02,,
2017-11-16,E170,N643RW,KCVG,,KEWR,2:09,,2:09,2:09,,,,,1,1,,,,,,2:09,,
2017-11-16,E170,N643RW,KEWR,,KOMA,3:17,,3:17,3:17,,,,,1,1,,,,,,3:17,,
2017-11-17,E170,N635RW,KOMA,,KIAH,2:28,,2:28,2:28,,,,,,1,1,,,,0:42,2:28,,
2017-11-17,E170,N635RW,KIAH,,KBRO,1:15,,1:15,1:15,,,,,1,1,,,,,,1:15,,
2017-11-18,E170,N640RW,KBRO,,KIAH,1:30,,1:30,1:30,,,,,,1,1,,,,0:52,1:30,,
2017-11-18,E170,N642RW,KIAH,,KMEM,1:34,,1:34,1:34,,,,,1,1,,,,,,1:34,,
2017-11-18,E170,N642RW,KMEM,,KORD,2:09,,2:09,2:09,,,,,1,1,,,,,,2:09,,
2017-11-24,E170,N721YX,KCMH,,KEWR,1:32,,1:32,1:32,,,,,,,1,1,,,1:32,1:32,,
2017-11-24,E170,N721YX,KEWR,,KORF,1:08,,1:08,1:08,,,,,,,1,1,,,1:08,1:08,,
2017-11-24,E170,N748YX,KORD,,KCMH,1:23,,1:23,1:23,,,,,1,1,,,,,,1:23,,
2017-11-25,E170,N631RW,KORF,,KORD,2:04,,2:04,2:04,,,,,1,,,1,,,0:54,2:04,,
2017-11-25,E170,N631RW,KORD,,KSDF,1:04,,1:04,1:04,,,,,,,1,1,,,1:04,1:04,,
2017-11-26,E170,N725YX,KIAH,,KORF,2:50,,2:50,2:50,,,,,1,1,,,,,,2:50,,
2017-11-26,E170,N725YX,KORF,,KORD,2:07,,2:07,2:07,,,,,1,,,1,,,0:48,2:07,,
2017-11-26,E170,N647RW,KSDF,,KIAH,2:17,,2:17,2:17,,,,,1,1,,,,,,2:17,,
2017-12-02,E170,N650RW,KORD,,KORF,1:58,,1:58,1:58,,,,,1,1,,,,,,1:58,,
2017-12-02,E170,N650RW,KORF,,KIAH,3:15,,3:15,3:15,,,,,,,1,1,,,3:15,3:15,,
2017-12-02,E170,N650RW,KIAH,,KBTR,0:57,,0:57,0:57,,,,,,,1,1,,,0:57,0:57,,
2017-12-03,E170,N641RW,KBTR,,KIAH,1:38,,1:38,1:38,,,,,,,1,1,,,1:38,1:38,,
2017-12-03,E170,N641RW,KIAH,,CYYZ,3:14,,3:14,3:14,,,,,,,1,1,,,3:14,3:14,,
2017-12-04,E170,N745YX,CYYZ,,KEWR,1:35,,1:35,1:35,,,,,,,1,1,,,1:35,1:35,,
2017-12-04,E170,N745YX,KEWR,,KCVG,2:00,,2:00,2:00,,,,,,,1,1,,,2:00,2:00,,
2017-12-05,E170,N746YX,KCVG,,KDTW,1:10,,1:10,1:10,,,,,1,1,,,,,,1:10,,
2017-12-05,E170,N746YX,KDTW,,KORD,1:12,,1:12,1:12,,,,,,,1,1,,,1:12,1:12,,
2017-12-10,E170,N726YX,KORD,,CYOW,1:48,,1:48,1:48,,,,,1,1,,,,,,1:48,,
2017-12-10,E170,N726YX,CYOW,,KEWR,2:00,,2:00,2:00,,,,,,,1,1,,,2:00,2:00,,
2017-12-10,E170,N726YX,KEWR,,KOKC,3:39,,3:39,3:39,,,,,,,1,1,,,3:39,3:39,,
2017-12-11,E170,N865RW,KOKC,,KIAH,1:29,,1:29,1:29,,,,,1,1,,,,,,1:29,,
2017-12-11,E170,N857RW,KIAH,,KCLT,2:06,,2:06,2:06,,,,,,,1,1,,,2:06,2:06,,
2017-12-12,E170,N637RW,KDCA,,KORD,1:12,,1:12,1:12,,,,,,,1,1,,,2:12,,,
2017-12-12,E170,N865RW,KCLT,,KIAH,3:09,,3:09,3:09,,,,,1,1,,,,,,3:09,,
2017-12-12,E170,N637RW,KIAH,,KDCA,3:43,,3:43,3:43,,,,,1,,,1,,,1:41,3:43,,
2017-12-17,E170,N649RW,KORD,,KORF,2:13,,2:13,2:13,,,,,1,1,,,,,,2:13,,
2017-12-17,E170,N649RW,KORF,,KIAH,3:29,,3:29,3:29,,,,,,,1,1,,,3:29,3:29,,
2017-12-17,E170,N862RW,KIAH,,KHRL,1:12,,1:12,1:12,,,,,,,1,1,,,1:11,1:12,,
2017-12-19,E170,N641RW,KIAH,,KMSP,2:22,,2:22,2:22,,,,,1,1,,,,,,2:22,,
2017-12-20,E170,N745YX,KMSP,,KORD,1:27,,1:27,1:27,,,,,,,1,1,,,1:27,1:27,,
2017-12-22,E170,N728YX,KORD,,KMSY,2:33,,2:33,2:33,,,,,1,1,,,,,,2:33,,
2017-12-22,E170,N728YX,KMSY,,KORD,2:28,,2:28,2:28,,,,,1,1,,,,,,2:28,,
2017-12-22,E170,N653RW,KORD,,KSDF,1:17,,1:17,1:17,,,,,,,1,1,,,1:17,1:17,,
2017-12-23,E170,N640RW,KSDF,,KIAH,2:52,,2:52,2:52,,,,,1,1,,,,,,2:52,,
2017-12-23,E170,N640RW,KIAH,,KMSP,2:41,,2:41,2:41,,,,,1,1,,,,,,2:41,,
2017-12-24,E170,N730YX,KMSP,,KORD,1:20,,1:20,1:20,,,,,,,1,1,,,1:20,1:20,,
2017-12-24,E170,N856RW,KORD,,KDTW,1:17,,1:17,1:17,,,,,1,1,,,,,,1:17,,
2017-12-24,E170,N856RW,KDTW,,KORD,1:24,,1:24,1:24,,,,,1,1,,,,,,1:24,,
2017-12-25,E170,N871RW,KORD,,KDTW,1:22,,1:22,1:22,,,,,1,1,,,,,,1:22,,
2017-12-25,E170,N871RW,KDTW,,KCHS,2:08,,2:08,2:08,,,,,1,1,,,,,,2:08,,
2017-12-26,E170,N208JQ,KCHS,,KLGA,1:48,,1:48,1:48,,,,,,1,1,,,,0:46,1:48,,
2017-12-26,E170,N206JQ,KLGA,,KCMH,1:50,,1:50,1:50,,,,,1,1,,,,,,1:50,,
2018-01-02,E170,N740YX,KORD,,KMSY,2:22,,2:22,2:22,,,,,1,1,,,,,,2:22,,
2018-01-02,E170,N740YX,KMSY,,KORD,2:38,,2:38,2:38,,,,,1,1,,,,,,2:38,,
2018-01-05,E170,N746YX,KORD,,KMSP,1:21,,1:21,1:21,,,,,1,1,,,,,,1:21,,
2018-01-05,E170,N746YX,KMSP,,KORD,1:27,,1:27,1:27,,,,,1,1,,,,,,1:27,,
2018-01-06,E170,N751YX,KORD,,KIAH,3:10,,3:10,3:10,,,,,,,1,1,,,3:10,3:10,,
2018-01-09,E170,N644RW,KLGA,,KCLE,1:50,,1:50,1:50,,,,,1,1,,,,,,1:50,,
2018-01-10,E170,N639RW,KCLE,,KLGA,1:49,,1:49,1:49,,,,,,1,1,,,,0:48,1:49,,
2018-01-10,E170,N639RW,KLGA,,KORD,2:48,,2:48,2:48,,,,,1,1,,,,,,2:48,,
2018-01-12,E170,N752YX,KORD,,KBDL,2:34,,2:34,2:34,,,,,1,,,1,,,0:08,2:34,,
2018-01-12,E170,N752YX,KBDL,,KEWR,0:58,,0:58,0:58,,,,,,,1,1,,,0:58,0:58,,
2018-01-12,E170,N752YX,KEWR,,CYHZ,1:56,,1:56,1:56,,,,,,,1,1,,,1:56,1:56,,
2018-01-13,E170,N743YX,CYHZ,,KEWR,3:11,,3:11,3:11,,,,,1,1,,,,,,3:11,,
2018-01-13,E170,N642RW,KEWR,,KSTL,2:30,,2:30,2:30,,,,,,,1,1,,,2:30,2:30,,
2018-01-14,E170,N857RW,KDEN,,KIND,2:16,,2:16,2:16,,,,,1,,,1,,,1:11,2:16,,
2018-01-15,E170,N741YX,KIND,,KORD,1:52,,1:52,1:52,,,,,1,1,,,,,,1:52,,
2018-01-15,E170,N654RW,KORD,,KEYW,3:19,,3:19,3:19,,,,,1,1,,,,,,3:19,,
2018-01-15,E170,N654RW,KEYW,,KORD,3:09,,3:09,3:09,,,,,1,,,1,,,1:14,3:09,,
2018-01-19,E170,N732YX,KORD,,KCLT,2:03,,2:03,2:03,,,,,1,1,,,,,,2:03,,
2018-01-19,E170,N732YX,KCLT,,KEWR,2:17,,2:17,2:17,,,,,,,1,1,,,2:17,2:17,,
2018-01-19,E170,N732YX,KEWR,,KMSP,3:09,,3:09,3:09,,,,,,,1,1,,,3:09,3:09,,
2018-01-20,E170,N739YX,KMSP,,KORD,1:36,,1:36,1:36,,,,,1,1,,,,,,1:36,,
2018-01-20,E170,N634RW,KORD,,KLGA,1:52,,1:52,1:52,,,,,1,,,1,,,0:57,1:52,,
2018-01-21,E170,N634RW,KLGA,,KORD,2:55,,2:55,2:55,,,,,1,1,,,,,,2:55,,
2018-01-21,E170,N632RW,KORD,,KPWM,2:25,,2:25,2:25,,,,,1,1,,,,,,2:25,,
2018-01-22,E170,N733YX,KPWM,,KEWR,1:29,,1:29,1:29,,,,,1,1,,,,,,1:29,,
2018-01-22,E170,N724YX,KEWR,,KDTW,1:53,,1:53,1:53,,,,,1,1,,,,,,1:53,,
2018-01-22,E170,N724YX,KDTW,,KORD,1:05,,1:05,1:05,,,,,1,1,,,,,,1:05,,
2018-02-06,E170,N880RW,KLGA,,KORD,2:32,,2:32,2:32,,,,,1,1,,,,,,2:32,,
2018-02-06,E170,N880RW,KORD,,KLGA,2:02,,2:02,2:02,,,,,1,,,1,,,0:27,2:02,,
2018-02-06,E170,N202JQ,KORD,,KLGA,2:34,,2:34,2:34,,,,,1,1,,,,,,2:34,,
2018-02-07,E170,N207JQ,KLGA,,KDCA,1:18,,1:18,1:18,,,,,1,1,,,,,,1:18,,
2018-02-07,E170,N207JQ,KDCA,,KLGA,1:30,,1:30,1:30,,,,,1,1,,,,,,1:30,,
2018-02-07,E170,N215JQ,KLGA,,KORD,3:51,,3:51,3:51,,,,,1,1,,,,,,3:51,,
2018-02-12,E170,N728YX,KDTW,,KEWR,1:47,,1:47,1:47,,,,,1,,,1,,,1:08,1:47,,
2018-02-12,E170,N728YX,KEWR,,KIND,2:27,,2:27,2:27,,,,,,,1,1,,,2:27,2:27,,
2018-02-13,E170,N109HQ,KCLT,,KMSY,2:15,,2:15,2:15,,,,,1,,,1,,,1:58,2:15,,
2018-02-14,E170,N446YX,KMSY,,KMIA,1:48,,1:48,1:48,,,,,1,,,1,,,1:14,1:48,,
2018-02-19,E170,N633RW,KORD,,KLGA,2:19,,2:19,2:19,,,,,1,,,1,,,0:07,2:19,,
2018-02-19,E170,N633RW,KLGA,,KORD,2:37,,2:37,2:37,,,,,,,1,1,,,2:37,2:37,,
2018-02-20,E170,N743YX,KORD,,KBNA,1:34,,1:34,1:34,,,,,1,1,,,,,,1:34,,
2018-02-20,E170,N743YX,KBNA,,KORD,1:29,,1:29,1:29,,,,,1,1,,,,,,1:29,,
2018-02-20,E170,N979RP,KORD,,KBUF,1:25,,1:25,1:25,,,,,,,1,1,,,1:24,1:25,,
2018-02-21,E170,N727YX,KBUF,,KORD,1:55,,1:55,1:55,,,,,1,1,,,,,,1:55,,
2018-02-23,E170,N746YX,KORD,,KPBI,3:12,,3:12,3:12,,,,,1,1,,,,,,3:12,,
2018-02-23,E170,N746YX,KPBI,,KORD,2:55,,2:55,2:55,,,,,1,1,,,,,,2:55,,
2018-02-27,E170,N858RW,KORD,,KSDF,1:11,,1:11,1:11,,,,,1,,,1,,,0:44,1:11,,
2018-02-28,E170,N858RW,KSDF,,KIAH,2:38,,2:38,2:38,,,,,1,1,,,,,,2:38,,
2018-02-28,E170,N858RW,KIAH,,KCVG,2:13,,2:13,2:13,,,,,1,1,,,,,,2:13,,
2018-02-28,E170,N858RW,KCVG,,KORD,1:22,,1:22,1:22,,,,,1,1,,,,,,1:22,,
2018-02-28,E170,N858RW,KORD,,KSDF,1:29,,1:29,1:29,,,,,1,,,1,,,1:07,1:29,,
2018-03-01,E170,N647RW,KSDF,,KIAH,2:49,,2:49,2:49,,,,,1,1,,,,,,2:49,,
2018-03-01,E170,N657RW,KIAH,,KATL,2:07,,2:07,2:07,,,,,1,1,,,,,,2:07,,
2018-03-01,E170,N637RW,KATL,,KORD,2:19,,2:19,2:19,,,,,1,,,1,,,1:05,2:19,,
2018-03-03,E170,N729YX,KORD,,KATL,1:46,,1:46,1:46,,,,,1,,,1,,,1:26,1:46,,
2018-03-04,E170,N722YX,KORD,,KATL,1:45,,1:45,1:45,,,,,1,,,1,,,1:19,1:45,,
2018-03-04,E170,N722YX,KATL,,KORD,1:56,,1:56,1:56,,,,,,,1,1,,,1:56,1:56,,
2018-03-04,E170,N643RW,KATL,,KORD,2:05,,2:05,2:05,,,,,1,1,,,,,,2:05,,
2018-03-06,E170,N731YX,KSYR,,KEWR,0:56,,0:56,0:56,,,,,,1,1,,,,0:06,0:56,,
2018-03-06,E170,N862RW,KEWR,,KDTW,1:50,,1:50,1:50,,,,,1,1,,,,,,1:50,,
2018-03-06,E170,N862RW,KDTW,,KIAH,3:23,,3:23,3:23,,,,,1,1,,,,,,3:23,,
2018-03-07,E170,N809RW,KIAH,,KATL,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-03-07,E170,N809RW,KATL,,KIAH,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-03-07,E170,N865RW,KIAH,,KIND,2:06,,2:06,2:06,,,,,1,,,1,,,1:31,2:06,,
2018-03-12,E170,N651RW,KBNA,,KIAH,2:12,,2:12,2:12,,,,,1,,,1,,,0:34,2:12,,
2018-03-12,E170,N633RW,KIAH,,KMAF,1:40,,1:40,1:40,,,,,,,1,1,,,1:40,1:40,,
2018-03-13,E170,N632RW,KMAF,,KIAH,1:30,,1:30,1:30,,,,,1,1,,,,,,1:30,,
2018-03-13,E170,N632RW,KIAH,,KLIT,1:33,,1:33,1:33,,,,,1,1,,,,,,1:33,,
2018-03-13,E170,N632RW,KLIT,,KDEN,2:42,,2:42,2:42,,,,,1,1,,,,,,2:42,,
2018-03-13,E170,N632RW,KDEN,,KMAF,1:36,,1:36,1:36,,,,,,,1,1,,,1:36,1:36,,
2018-03-14,E170,N862RW,KMAF,,KIAH,1:17,,1:17,1:17,,,,,1,1,,,,,,1:17,,
2018-03-14,E170,N862RW,KIAH,,KRDU,2:38,,2:38,2:38,,,,,1,,,1,,,2:29,2:38,,
2018-03-15,E170,N731YX,KRDU,,KEWR,2:07,,2:07,2:07,,,,,1,1,,,,,,2:07,,
2018-03-18,E170,N208JQ,KLGA,,KDFW,4:15,,4:15,4:15,,,,,,,1,1,,,4:15,4:15,,
2018-03-19,E170,N208JQ,KDFW,,KLGA,3:36,,3:36,3:36,,,,,1,1,,,,,,3:36,,
2018-03-20,E170,N136HQ,KLGA,,KDCA,1:38,,1:38,1:38,,,,,1,1,,,,,,1:38,,
2018-03-20,E170,N136HQ,KDCA,,KCMH,2:07,,2:07,2:07,,,,,1,,,1,,,0:35,2:07,,
2018-03-25,E170,N207JQ,KORD,,KLGA,2:13,,2:13,2:13,,,,,1,,,1,,,0:38,2:13,,
2018-03-26,E170,N874RW,KLGA,,KDFW,4:12,,4:12,4:12,,,,,1,1,,,,,,4:12,,
2018-03-26,E170,N874RW,KDFW,,KDTW,2:39,,2:39,2:39,,,,,1,1,,,,,,2:39,,
2018-03-27,E170,N810MD,KMSN,,KLGA,2:03,,2:03,2:03,,,,,,1,1,,,,0:09,2:03,,
2018-03-27,E170,N810MD,KLGA,,KORD,2:46,,2:46,2:46,,,,,1,1,,,,,,2:46,,
2018-04-03,E170,N722YX,KORD,,KDCA,1:54,,1:54,1:54,,,,,1,1,,,,,,1:54,,
2018-04-03,E170,N722YX,KDCA,,KEWR,1:28,,1:28,1:28,,,,,1,1,,,,,,1:28,,
2018-04-03,E170,N639RW,KEWR,,KJAX,2:18,,2:18,2:18,,,,,1,1,,,,,,2:18,,
2018-04-04,E170,N749YX,KJAX,,KEWR,2:27,,2:27,2:27,,,,,,1,1,,,,0:22,2:27,,
2018-04-04,E170,N749YX,KEWR,,KRDU,2:15,,2:15,2:15,,,,,1,1,,,,,,2:15,,
2018-04-04,E170,N749YX,KRDU,,KEWR,2:49,,2:49,2:49,,,,,1,1,,,,,,2:49,,
2018-04-05,E170,N655RW,KORD,,KBUF,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2018-04-06,E170,N859RW,KBUF,,KORD,2:08,,2:08,2:08,,,,,,1,1,,,,0:32,2:08,,
2018-04-10,E170,N651RW,KMCI,,KIAH,1:53,,1:53,1:53,,,,,1,,,1,,,0:07,1:53,,
2018-04-10,E170,N651RW,KIAH,,KLFT,0:50,,0:50,0:50,,,,,,,1,1,,,0:50,0:50,,
2018-04-11,E170,N723YX,KIAH,,KXNA,1:26,,1:26,1:26,,,,,1,1,,,,,,1:26,,
2018-04-11,E170,N723YX,KXNA,,KEWR,2:49,,2:49,2:49,,,,,1,,,1,,,0:19,2:49,,
2018-04-11,E170,N723YX,KEWR,,KMKE,2:34,,2:34,2:34,,,,,,,1,1,,,2:34,2:34,,
2018-04-12,E170,N809RW,KMKE,,KIAH,2:35,,2:35,2:35,,,,,1,1,,,,,,2:35,,
2018-04-12,E170,N865RW,KIAH,,KCMH,2:19,,2:19,2:19,,,,,1,,,1,,,1:49,2:19,,
2018-04-13,E170,N731YX,KORD,,KDCA,1:37,,1:37,1:37,,,,,1,1,,,,,,1:37,,
2018-04-13,E170,N731YX,KDCA,,KORD,2:08,,2:08,2:08,,,,,,,1,1,,,2:08,2:08,,
2018-04-20,E170,N652RW,KORD,,KATL,1:46,,1:46,1:46,,,,,1,1,,,,,,1:46,,
2018-04-20,E170,N652RW,KATL,,KORD,2:00,,2:00,2:00,,,,,,,1,1,,,2:00,2:00,,
2018-04-22,E170,N863RW,KORD,,KDFW,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-04-22,E170,N863RW,KDFW,,KORD,2:10,,2:10,2:10,,,,,1,1,,,,,,2:10,,
2018-04-22,E170,N633RW,KORD,,KIND,1:04,,1:04,1:04,,,,,1,1,,,,,,1:04,,
2018-04-23,E170,N649RW,KIND,,KIAH,2:32,,2:32,2:32,,,,,1,1,,,,,,2:32,,
2018-04-23,E170,N649RW,KIAH,,KDSM,2:21,,2:21,2:21,,,,,1,1,,,,,,2:21,,
2018-04-24,E170,N647RW,KDSM,,KORD,1:13,,1:13,1:13,,,,,,1,1,,,,0:15,1:13,,
2018-04-24,E170,N748YX,KORD,,KJAX,2:30,,2:30,2:30,,,,,1,1,,,,,,2:30,,
2018-04-24,E170,N748YX,KJAX,,KORD,2:37,,2:37,2:37,,,,,1,1,,,,,,2:37,,
2018-04-25,E170,N657RW,KORD,,KATL,1:52,,1:52,1:52,,,,,1,1,,,,,,1:52,,
2018-04-25,E170,N657RW,KATL,,KORD,1:49,,1:49,1:49,,,,,,,1,1,,,1:49,1:49,,
2018-04-27,E170,N864RW,KORD,,KATL,1:53,,1:53,1:53,,,,,1,1,,,,,,1:53,,
2018-04-27,E170,N864RW,KATL,,KORD,2:15,,2:15,2:15,,,,,,,1,1,,,2:15,2:15,,
2018-04-30,E170,N979RP,KORD,,KDCA,2:05,,2:05,2:05,,,,,1,1,,,,,,2:05,,
2018-04-30,E170,N979RP,KDCA,,KORD,1:48,,1:48,1:48,,,,,1,1,,,,,,1:48,,
2018-05-01,E170,N729YX,KORD,,KDCA,1:48,,1:48,1:48,,,,,1,,,1,,,1:33,1:48,,
2018-05-01,E170,N729YX,KDCA,,KORD,2:05,,2:05,2:05,,,,,,,1,1,,,2:05,2:05,,
2018-05-03,E170,N864RW,KEWR,,KSDF,2:19,,2:19,2:19,,,,,1,1,,,,,,2:19,,
2018-05-04,E170,N636RW,KSDF,,KIAH,2:26,,2:26,2:26,,,,,1,1,,,,,,2:26,,
2018-05-04,E170,N636RW,KIAH,,KDCA,3:16,,3:16,3:16,,,,,1,1,,,,,,3:16,,
2018-05-04,E170,N636RW,KDCA,,KORD,2:04,,2:04,2:04,,,,,1,1,,,,,,2:04,,
2018-05-07,E170,N726YX,KORD,,KDTW,1:15,,1:15,1:15,,,,,1,1,,,,,,1:15,,
2018-05-07,E170,N726YX,KDTW,,KEWR,1:54,,1:54,1:54,,,,,1,,,1,,,0:07,1:54,,
2018-05-07,E170,N726YX,KEWR,,KDTW,1:46,,1:46,1:46,,,,,,,1,1,,,1:46,1:46,,
2018-05-08,E170,N727YX,KEWR,,KCVG,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2018-05-08,E170,N727YX,KCVG,,KORD,1:23,,1:23,1:23,,,,,1,1,,,,,,1:23,,
2018-05-08,E170,N640RW,KDTW,,KEWR,2:04,,2:04,2:04,,,,,1,1,,,,,,2:04,,
2018-05-09,E170,N650RW,KORD,,KATL,2:26,,2:26,2:26,,,,,1,,,1,,,0:22,2:26,,
2018-05-09,E170,N650RW,KATL,,KORD,2:50,,2:50,2:50,,,,,,,1,1,,,2:50,2:50,,
2018-05-13,E170,N728YX,KORD,,KCMH,1:22,,1:22,1:22,,,,,1,1,,,,,,1:22,,
2018-05-13,E170,N728YX,KCMH,,KORD,1:20,,1:20,1:20,,,,,1,1,,,,,,1:20,,
2018-05-13,E170,N725YX,KORD,,KICT,1:56,,1:56,1:56,,,,,1,1,,,,,,1:56,,
2018-05-14,E170,N723YX,KORD,,KLGA,2:05,,2:05,2:05,,,,,1,1,,,,,,2:05,,
2018-05-14,E170,N723YX,KLGA,,KORD,2:26,,2:26,2:26,,,,,1,,,1,,,0:14,,,
2018-05-14,E170,N649RW,KICT,,KORD,2:20,,2:20,2:20,,,,,1,1,,,,,,2:20,,
2018-05-16,E170,N724YX,KORD,,KLGA,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-05-16,E170,N724YX,KLGA,,KORD,2:23,,2:23,2:23,,,,,,,1,1,,,2:23,2:23,,
2018-05-17,E170,N745YX,KORD,,KMSP,1:21,,1:21,1:21,,,,,1,1,,,,,,1:21,,
2018-05-17,E170,N745YX,KMSP,,KORD,2:02,,2:02,2:02,,,,,1,1,,,,,,2:02,,
2018-05-23,E170,N751YX,KORD,,KOKC,2:03,,2:03,2:03,,,,,1,1,,,,,,2:03,,
2018-05-23,E170,N751YX,KOKC,,KORD,2:21,,2:21,2:21,,,,,1,1,,,,,,2:21,,
2018-05-23,E170,N728YX,KORD,,KDTW,1:09,,1:09,1:09,,,,,1,1,,,,,,1:09,,
2018-05-24,E170,N649RW,KDTW,,KEWR,2:24,,2:24,2:24,,,,,1,1,,,,,,2:24,,
2018-05-24,E170,N859RW,KEWR,,KROC,1:18,,1:18,1:18,,,,,1,1,,,,,,1:18,,
2018-05-24,E170,N859RW,KROC,,KEWR,1:43,,1:43,1:43,,,,,1,1,,,,,,1:43,,
2018-05-24,E170,N639RW,KEWR,,KSYR,1:06,,1:06,1:06,,,,,,,1,1,,,1:05,1:06,,
2018-05-25,E170,N733YX,KSYR,,KORD,1:49,,1:49,1:49,,,,,1,1,,,,,,1:49,,
2018-05-25,E170,N733YX,KORD,,KLGA,2:22,,2:22,2:22,,,,,1,1,,,,,,2:22,,
2018-05-25,E170,N733YX,KLGA,,KORD,2:14,,2:14,2:14,,,,,,,1,1,,,2:14,2:14,,
2018-05-27,E170,N657RW,KORD,,CYOW,1:50,,1:50,1:50,,,,,1,1,,,,,,1:50,,
2018-05-27,E170,N657RW,CYOW,,KEWR,2:00,,2:00,2:00,,,,,1,1,,,,,,2:00,,
2018-05-27,E170,N640RW,KEWR,,KSYR,1:12,,1:12,1:12,,,,,,,1,1,,,1:11,1:12,,
2018-05-28,E170,N732YX,KSYR,,KDTW,1:29,,1:29,1:29,,,,,1,1,,,,,,1:29,,
2018-05-28,E170,N732YX,KDTW,,KORD,1:13,,1:13,1:13,,,,,1,1,,,,,,1:13,,
2018-05-28,E170,N728YX,KORD,,KDCA,1:51,,1:51,1:51,,,,,1,,,1,,,0:36,1:51,,
2018-05-28,E170,N728YX,KDCA,,KORD,1:57,,1:57,1:57,,,,,,,1,1,,,1:57,1:57,,
2018-06-01,E170,N750YX,KMLI,,KORD,0:55,,0:55,0:55,,,,,1,1,,,,,,0:55,,
2018-06-06,E170,N741YX,KORD,,KJAX,2:19,,2:19,2:19,,,,,1,1,,,,,,2:19,,
2018-06-06,E170,N741YX,KJAX,,KORD,2:22,,2:22,2:22,,,,,1,1,,,,,,2:22,,
2018-06-10,E170,N650RW,KORD,,KMEM,2:10,,2:10,2:10,,,,,1,1,,,,,,2:10,,
2018-06-10,E170,N650RW,KMEM,,KORD,3:02,,3:02,3:02,,,,,1,,,1,,,1:25,3:02,,
2018-06-10,E170,N650RW,KORD,,KMSP,1:40,,1:40,1:40,,,,,,,1,1,,,1:40,1:40,,
2018-06-11,E170,N640RW,KMSP,,KORD,1:39,,1:39,1:39,,,,,1,1,,,,,,1:39,,
2018-06-11,E170,N632RW,KORD,,KCLT,2:29,,2:29,2:29,,,,,1,1,,,,,,2:29,,
2018-06-11,E170,N632RW,KCLT,,KIAH,2:35,,2:35,2:35,,,,,1,1,,,,,,2:35,,
2018-06-11,E170,N632RW,KIAH,,KLFT,0:54,,0:54,0:54,,,,,,,1,1,,,0:54,0:54,,
2018-06-12,E170,N642RW,KIAH,,KXNA,1:51,,1:51,1:51,,,,,1,1,,,,,,1:51,,
2018-06-12,E170,N642RW,KXNA,,KEWR,3:04,,3:04,3:04,,,,,1,1,,,,,,3:04,,
2018-06-12,E170,N650RW,KEWR,,KSDF,2:09,,2:09,2:09,,,,,,,1,1,,,2:09,2:09,,
2018-06-13,E170,N635RW,KORD,,KBUF,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2018-06-13,E170,N635RW,KBUF,,KORD,1:59,,1:59,1:59,,,,,1,1,,,,,,1:59,,
